iso3,country,region,subregion,GDP_capita_PPP_1999,GDP_capita_PPP_2000,GDP_capita_PPP_2001,GDP_capita_PPP_2002,GDP_capita_PPP_2003,GDP_capita_PPP_2004,GDP_capita_PPP_2005,GDP_capita_PPP_2006,GDP_capita_PPP_2007,GDP_capita_PPP_2008,GDP_capita_PPP_2009,GDP_capita_PPP_2010,GDP_capita_PPP_2011,GDP_capita_PPP_2012,GDP_capita_PPP_2013,GDP_capita_PPP_2014,GDP_capita_PPP_2015,GDP_capita_PPP_2016,GDP_capita_PPP_2017,population_2017,u5mr_1999,u5mr_2000,u5mr_2001,u5mr_2002,u5mr_2003,u5mr_2004,u5mr_2005,u5mr_2006,u5mr_2007,u5mr_2008,u5mr_2009,u5mr_2010,u5mr_2011,u5mr_2012,u5mr_2013,u5mr_2014,u5mr_2015,u5mr_2016,u5mr_2017,basic_sanitation_2015,basic_water_2015,Fruit_2016,Vegetables_2016,Whole grain_2016,Calcium_2016,Processed meat_2016,Red meat_2016,Salt_2016,Saturated fat_2016,Sugar_sweetened_beverages_2016,Trans fat_2016,child_overweight_plan,fbdg,overweight_adults_adoles_plan,sugar_tax,sodium_plan,wasting_plan,country_class,gender_inequality_score_2017,gender_inequality_rank_2017,female_secondary_enroll_net_1999,female_secondary_enroll_net_2000,female_secondary_enroll_net_2001,female_secondary_enroll_net_2002,female_secondary_enroll_net_2003,female_secondary_enroll_net_2004,female_secondary_enroll_net_2005,female_secondary_enroll_net_2006,female_secondary_enroll_net_2007,female_secondary_enroll_net_2008,female_secondary_enroll_net_2009,female_secondary_enroll_net_2010,female_secondary_enroll_net_2011,female_secondary_enroll_net_2012,female_secondary_enroll_net_2013,female_secondary_enroll_net_2014,female_secondary_enroll_net_2015,female_secondary_enroll_net_2016,adult_fem_diabetes_track,adult_fem_obesity_track,adult_mal_diabetes_track,adult_mal_obesity_track,fruit_veg_availability_1999,fruit_veg_availability_2000,fruit_veg_availability_2001,fruit_veg_availability_2002,fruit_veg_availability_2003,fruit_veg_availability_2004,fruit_veg_availability_2005,fruit_veg_availability_2006,fruit_veg_availability_2007,fruit_veg_availability_2008,fruit_veg_availability_2009,fruit_veg_availability_2010,fruit_veg_availability_2011,fruit_veg_availability_2012,fruit_veg_availability_2013
TUN,Tunisia,Africa,Northern Africa,7305.15,7573.93,7791.96,7832.08,8138.21,8578.44,8802.94,9179.49,9698.42,10003.3,10195.58,10436.37,10120.68,10404.22,10579.12,10767.03,10765.89,10761.51,10849.3,11532.13,34,31.7,29.7,27.8,26.1,24.5,23.1,21.8,20.5,19.4,18.3,17.4,16.5,15.8,15.1,14.5,14,13.5,13,19.67,1.49,116.91,384.44,41.26,0.60,0.73,10.08,4.22,0.05,102.33,0.00,Yes,No,Yes,No,Yes,Yes,experiencing two forms of malnutrition,0.30,63.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,717.10,731.32,664.45,721.92,773.36,816.75,767.95,803.18,812.99,833.35,845.02,938.10,879.26,888.06,936.63
TUR,Turkey,Asia,Western Asia,13197.76,13862.05,12842.36,13468.5,14020.94,15161.62,16309.68,17250.77,17901.48,17836.81,16783.44,17959.26,19660.89,20282.03,21650.76,22401.88,23388.48,23756.48,25129.34,80745.02,42,39.2,36.6,34.1,31.7,29.5,27.5,25.6,23.8,22.1,20.6,19.2,17.9,16.6,15.5,14.4,13.4,12.5,11.6,52.08,98.90,199.29,384.06,37.22,0.72,0.86,12.06,2.77,0.06,99.74,0.00,Yes,Yes,Yes,No,Yes,No,experiencing two forms of malnutrition,0.32,69.00,49.56,56.75,64.79,64.65,65.12,67.60,70.46,73.28,75.35,75.73,73.41,78.05,81.47,79.54,85.45,86.64,85.95,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,1012.78,1009.25,955.20,991.92,1004.64,945.05,1012.42,967.88,962.76,1007.68,993.38,952.85,995.03,1003.11,1009.35
TUV,Tuvalu,Oceania,Polynesia,3097.91,3043.41,3063.23,3262.61,3111.23,3029.76,2876.58,2906.22,3058.8,3272.01,3096.72,2986.45,3181.6,3031.9,3143.11,3159.49,3419.2,3492.5,3575.1,11.19,43.5,41.9,40.5,39.2,38.1,37.1,36.1,35.1,34.1,33.1,32.2,31.1,30.1,29.2,28.3,27.4,26.6,25.7,24.9,82.43,99.26,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No,No,Yes,No,No,No,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,83.76,92.01,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
TZA,United Republic of Tanzania,Africa,Eastern Africa,1449.37,1481.53,1528.5,1593.24,1655.22,1733.52,1820.08,1847.6,1942.49,1986.91,2028.61,2090.58,2186.13,2227.83,2316.44,2402.1,2490.96,2583.59,2683.3,57310.02,137.7,130.4,122.6,114.7,107.2,100.5,94.3,89.3,84.7,80.5,76.9,73.4,69.5,66.2,63.6,61.3,58.3,56.1,54,23.53,50.15,101.36,77.10,21.67,0.27,0.62,6.95,2.58,0.07,84.62,0.00,Yes,No,Yes,No,No,Yes,experiencing three forms of malnutrition,0.54,128.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,208.46,200.64,208.31,295.80,252.66,277.90,278.67,332.63,306.22,300.85,310.71,330.92,355.45,323.74,336.61
UGA,Uganda,Africa,Eastern Africa,1051.31,1049.78,1067.96,1122.25,1154.2,1190.57,1222.7,1308.42,1370.27,1439.11,1485.03,1515.87,1602.54,1608.44,1610.81,1637.28,1665.95,1687.08,1697.71,42862.96,151.6,146,139.5,132.1,124.4,116.5,108.8,101.6,94.9,88.8,83.4,78,73,67.3,62.7,59,55.3,51.6,49,19.15,32.48,203.44,50.74,13.39,0.30,0.52,8.96,2.62,0.06,84.38,0.00,No,No,No,No,No,Yes,experiencing two forms of malnutrition,0.52,124.00,No data,No data,No data,15.23,No data,14.58,No data,No data,18.44,20.71,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No data,No progress or worsening,No progress or worsening,606.15,608.60,612.90,600.04,581.16,563.17,500.61,511.58,502.55,450.33,430.54,447.70,443.51,418.74,397.02
UKR,Ukraine,Europe,Eastern Europe,4484.73,4797.38,5291.68,5622.44,6201.06,7004.33,7246.35,7828.08,8497.06,8739.69,7479.34,7824.5,8281.87,8322.17,8338.92,8243.47,7464.94,7668.06,7894.39,44222.95,19.3,18.5,17.6,16.8,15.9,15.2,14.5,13.9,13.4,12.9,12.3,11.7,11.2,10.7,10.2,9.8,9.4,9.1,8.8,95.94,5.57,48.87,267.12,21.32,0.62,3.01,25.15,3.99,0.07,106.00,0.00,Yes,No,Yes,No,No,No,experiencing two forms of malnutrition,0.28,61.00,No data,95.77,95.91,91.50,91.87,90.92,83.16,87.57,87.33,87.04,86.12,86.20,84.23,84.84,85.54,86.68,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,327.93,364.53,368.79,380.68,414.74,422.74,446.65,460.28,443.65,490.51,505.35,508.06,606.13,609.96,617.23
URY,Uruguay,Latin America and the Caribbean,South America,13175.44,12874.76,12358.04,11400.22,11499.41,12080.46,12975.76,13485.55,14330.29,15307.86,15900.83,17082.4,17904.75,18477.38,19270.58,19827.56,19831.45,20093.63,20551.41,3456.75,17.6,17,16.6,16.2,15.8,15.2,14.4,13.5,12.7,11.9,11.2,10.7,10.2,9.9,9.6,9.3,8.9,8.6,8.2,32.06,99.25,113.64,105.01,14.99,0.71,5.71,44.97,4.00,0.09,57.65,0.00,Yes,Yes,Yes,No,Yes,Yes,experiencing two forms of malnutrition,0.27,57.00,No data,No data,No data,No data,No data,No data,No data,No data,71.09,72.96,75.74,76.09,No data,No data,78.93,79.53,84.57,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,388.20,374.42,411.83,348.07,365.92,329.20,382.85,356.77,410.54,343.97,349.42,378.56,369.85,450.07,358.90
USA,United States,N. America,Northern America,44672.55,45986.05,45977.55,46366.58,47260.04,48597.34,49762.24,50598.95,51011.43,50383.84,48557.87,49374.18,49793.71,50520.35,51003.69,51921.98,53005.64,53399.36,54225.45,324459.46,8.6,8.4,8.3,8.2,8.1,8.1,8,7.9,7.7,7.6,7.5,7.3,7.2,7.1,7,6.9,6.8,6.7,6.6,10.47,0.18,114.23,172.43,24.92,0.89,18.12,48.98,5.04,0.10,48.80,0.01,Yes,Yes,Yes,No,Yes,No,experiencing one form of malnutrition,0.19,41.00,No data,87.98,88.46,85.69,89.47,90.76,90.25,89.41,89.42,89.31,89.07,87.48,88.38,88.31,88.65,90.03,92.21,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,672.26,706.11,648.94,660.77,660.38,680.90,637.85,642.27,653.85,634.34,632.94,611.64,586.53,606.92,598.59
UZB,Uzbekistan,Asia,Central Asia,2445.61,2503.66,2575.99,2646.45,2725.69,2901.9,3069.12,3253.22,3525.44,3781.53,4019.44,4239.7,4470,4765.86,5067.36,5370.87,5700.24,6038.93,6253.1,31910.64,64.5,62.3,59.8,57.1,54.4,51.7,49,46.3,43.7,41.1,38.6,36.2,33.8,31.6,29.5,27.5,25.6,23.9,22.5,100.00,No data,71.71,425.75,22.14,0.60,2.01,27.52,4.78,0.08,88.35,0.00,Yes,No,Yes,No,Yes,Yes,experiencing two forms of malnutrition,0.27,59.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,85.42,85.98,87.68,87.85,87.53,88.10,89.02,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,393.07,401.33,424.61,435.64,450.01,449.65,469.21,585.87,629.97,698.66,748.78,807.29,853.65,958.54,1015.02
VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,7434.17,7554.64,7677.37,8150.91,8761.17,9107.74,9318.46,10019.88,9848.75,10494.01,10265.46,9915.58,9871.65,10009.13,10193.27,10290.11,10468.26,10583.05,10727.15,109.9,22.5,22.5,22.4,22.3,22.3,22.3,22.3,22.2,22,21.7,21.3,20.8,20.1,19.5,18.8,18.1,17.4,16.8,16.2,87.18,95.15,121.96,97.74,94.51,0.44,1.22,16.80,3.11,0.08,185.39,0.00,Yes,Yes,Yes,No,No,Yes,No data,No data,No data,No data,78.38,73.37,79.18,75.01,79.17,82.41,No data,No data,95.59,92.59,86.52,No data,No data,83.59,85.80,89.21,90.56,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,290.08,326.76,364.68,520.91,549.18,566.33,691.84,691.25,694.96,718.39,700.95,670.64,669.43,616.70,622.70
VEN,Venezuela,Latin America and the Caribbean,South America,14166.46,14413.06,14627.43,13090.59,11860.73,13785.22,14948.13,16149.48,17275.96,17897.1,17053.93,16544.97,16981.34,17678.81,17665.24,16745.02,No data,No data,No data,31977.07,27.6,21.7,21,20.4,19.8,19.2,18.5,17.9,17.4,17,16.8,16.6,16.6,17,17.9,19.7,22.5,26.4,30.9,75.82,97.42,141.81,126.91,183.23,0.42,1.80,28.43,3.62,0.08,293.55,0.01,Yes,Yes,Yes,No,No,No,experiencing two forms of malnutrition,0.45,104.00,52.93,55.34,58.24,60.64,62.09,64.33,66.12,69.56,71.72,72.47,73.87,74.19,75.28,76.54,77.05,78.33,75.80,73.97,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,424.58,440.93,423.96,381.33,354.07,340.31,370.61,336.07,356.00,351.37,347.77,363.95,403.14,339.64,366.53
VNM,Viet Nam,Asia,South-eastern Asia,2426.28,2562.1,2692.13,2833.77,3000.31,3196.3,3405.68,3609.68,3831.24,4009.96,4185.02,4408.17,4632.77,4821.14,5024.44,5264.83,5554.86,5837.63,6171.88,95540.8,31.2,29.7,28.4,27.3,26.3,25.5,24.8,24.3,23.9,23.5,23.2,22.9,22.7,22.4,22.2,21.9,21.6,21.3,20.9,78.24,91.19,92.40,282.59,19.89,0.24,0.24,27.53,2.90,0.06,73.14,0.00,Yes,Yes,Yes,No,No,No,experiencing two forms of malnutrition,0.30,67.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No data,319.18,338.77,354.17,366.58,384.05,396.77,404.05,393.24,404.51,401.20,412.96,426.28,395.78,572.99,590.51
VUT,Vanuatu,Oceania,Melanesia,2719.73,2822.92,2663.6,2466.65,2507.81,2541.58,2609.54,2761.02,2833.64,2944.26,2970.03,2948.03,2915.3,2899.16,2890.19,2892.34,2806.79,2856.48,2921.91,276.24,28.9,28.6,28.4,28.2,28.2,28.2,28.3,28.5,28.6,28.8,29,29.1,29.3,29.3,29.1,28.7,28.2,27.6,26.9,53.47,90.50,66.05,70.52,17.33,0.26,0.55,14.08,2.58,0.11,95.12,0.00,Yes,No,Yes,Yes,Yes,Yes,experiencing three forms of malnutrition,No data,No data,27.66,35.62,32.76,36.94,34.94,37.61,No data,No data,No data,No data,No data,52.52,No data,No data,No data,No data,51.17,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,417.27,417.80,401.41,399.60,404.81,406.05,367.97,369.39,397.56,403.57,403.27,406.65,362.91,360.63,361.80
WSM,Samoa,Oceania,Polynesia,4065.81,4325.83,4600.84,4773.08,4958.28,5155.14,5335.15,5405.19,5709.36,5728.01,5414.24,5399.89,5667.49,5644.29,5489.79,5511.16,5558.79,5914.28,6021.56,196.44,22.5,21.8,21.2,20.6,20.1,19.8,19.4,19.2,19,18.9,24.2,18.6,18.5,18.4,18.1,17.7,17.3,16.9,16.5,96.62,95.51,95.19,97.44,16.09,0.57,0.85,18.38,2.03,0.09,95.82,0.00,Yes,No,Yes,Yes,Yes,Yes,experiencing two forms of malnutrition,0.37,81.00,75.04,69.11,70.48,No data,No data,No data,No data,No data,No data,No data,85.90,85.57,85.78,84.37,No data,84.34,81.02,81.08,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,491.43,493.58,518.66,544.26,488.48,516.84,507.79,547.84,548.99,567.98,583.91,585.05,537.74,607.65,618.10
YEM,Yemen,Asia,Western Asia,3771.92,3893.82,3928.65,3969.07,4002.94,4046.57,4155.38,4170.1,4192.21,4227.58,4272.81,4478.74,3805.24,3793.41,3872.79,3766.81,2308.64,1479.15,No data,28250.42,99.6,95.2,90.6,85.9,81.3,76.9,72.7,68.7,64.9,61.3,58.4,56.4,55.5,55.4,55.4,55.4,55.4,55.4,55.4,59.68,70.36,59.59,65.12,52.78,0.22,0.38,7.05,4.23,0.08,107.22,0.00,Yes,No,Yes,No,No,Yes,experiencing three forms of malnutrition,0.84,157.00,18.24,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,30.13,No data,33.24,35.53,No data,No data,39.79,No progress or worsening,No progress or worsening,No progress or worsening,No data,171.48,182.24,190.57,185.14,205.89,197.80,204.75,228.43,249.02,258.06,239.10,231.57,200.19,223.73,229.55
ZAF,South Africa,Africa,Southern Africa,9294.56,9538.97,9661.17,9878.96,10037.42,10364.36,10783.19,11261.96,11741.35,11989.86,11676.04,11887.81,12118.74,12215.25,12339.73,12389.71,12377.66,12286.7,12294.88,56717.16,75.6,78.4,80.9,83,84.3,84.6,84,81.5,75.4,69.6,62.3,59.3,51.2,47.1,43.6,41.3,40.3,38.5,37.1,73.13,84.70,45.12,85.74,13.21,0.27,1.42,29.87,3.21,0.06,101.86,0.00,Yes,Yes,Yes,Yes,No,Yes,experiencing three forms of malnutrition,0.39,89.00,63.84,63.30,64.51,66.63,68.74,70.34,71.07,No data,No data,No data,No data,No data,No data,No data,No data,No data,65.42,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,234.65,235.04,236.47,228.20,230.15,219.83,214.58,212.57,208.31,222.04,207.56,216.92,229.30,217.91,222.05
ZMB,Zambia,Africa,Eastern Africa,2081.72,2102.98,2154.86,2191.96,2282.3,2378.3,2482.58,2607.13,2748.86,2881.81,3060.07,3279.28,3361.11,3509.41,3576.68,3632.5,3627.2,3652.15,3689.25,17094.13,171.3,165.1,155.9,144.3,132.7,121.6,111.6,103.3,98.1,93.3,88,82.4,78.6,74.9,71.6,68,64.9,62.4,60,31.11,61.23,16.20,54.92,31.98,0.15,0.73,7.20,2.60,0.06,81.42,0.00,No,No,Yes,No,Yes,Yes,experiencing three forms of malnutrition,0.52,123.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,96.06,93.59,95.37,91.97,93.84,92.57,90.18,104.78,104.08,101.85,91.44,95.57,99.69,103.95,98.59
ZWE,Zimbabwe,Africa,Eastern Africa,2699.86,2583.49,2590.18,2334.45,1917.25,1785.61,1662.49,1582.41,1501.08,1215.02,1336.21,1474.88,1667.14,1871.37,1929.77,1925.14,1912.28,1879.63,1899.77,16529.9,102.6,101.8,100.8,100.1,99.4,99.4,99.6,100.3,99.4,96.9,92.7,87.5,81.2,73.8,66.8,61.1,57,53.3,50.3,38.59,66.56,20.17,27.58,13.99,0.16,0.54,9.31,3.19,0.07,92.89,0.00,Yes,No,Yes,No,Yes,Yes,experiencing three forms of malnutrition,0.53,126.00,39.07,39.02,39.89,37.89,34.70,No data,No data,No data,No data,No data,No data,No data,No data,43.19,44.08,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,55.15,56.87,64.96,64.50,72.42,76.01,64.72,80.76,78.01,68.99,77.11,89.17,91.64,94.30,85.91
